"bird_id","dam","sire","social_male","social_male_dummy"
"L298515","X551214","X552109","L002219","L002219"
"L298520","X552156","X552155","X552155","X552155"
"L298523","X551214","X552109","L002219","L002219"
"L298521","X551214","L002219","L002219","L002219"
"L298522","X552156","X552155","X552155","X552155"
"L298518","X552156","X552155","X552155","X552155"
"L298516","X552156","10_C16","X552155","X552155"
"L298660","P865470","X552091","X552091","X552091"
"L298662","P865470","X552091","X552091","X552091"
"L298656","X552013","10_C14",NA,"10_A31M"
"L298659","P865470","X552091","X552091","X552091"
"L298661","X552013","X552051",NA,"10_A31M"
"L298658","X552013","X552051",NA,"10_A31M"
"L298657","P865470","X552091","X552091","X552091"
"L298667","L002264","P865483","P865483","P865483"
"L298670","L002117","X552076","X552076","X552076"
"L298671","L002117","X552076","X552076","X552076"
"L298672","L002264","P865483","P865483","P865483"
"L298676","L002264","P865483","P865483","P865483"
"L298668","L002117","X552076","X552076","X552076"
"L298666","L002264","P865483","P865483","P865483"
"L298669","L002117","X552076","X552076","X552076"
"L298674","X552164","10_C24",NA,"10_118M"
"L298675","L002264","P865483","P865483","P865483"
"L298673","L002117","X552076","X552076","X552076"
"L298693","X552157","X552166","X552166","X552166"
"L298697","X552150","X552090","X552090","X552090"
"L298780","X552150","X552090","X552090","X552090"
"10_96LR","X552157","X552166","X552166","X552166"
"L298694","X552157","X552166","X552166","X552166"
"L298695","X552150","X552090","X552090","X552090"
"L298781","X552150","10_C31","X552090","X552090"
"L298696","X552150","X552090","X552090","X552090"
"L298677","P865311","X551137","X551137","X551137"
"L298684","L002174","L002123","L002123","L002123"
"L298679","P865311","X551137","X551137","X551137"
"L298682","L002174","L002123","L002123","L002123"
"L298681","L002174","L002123","L002123","L002123"
"L298678","P865311","X551137","X551137","X551137"
"L298680","L002174","L002123","L002123","L002123"
"L298683","P865311","X551137","X551137","X551137"
"L298690","X552144","X552146","X552146","X552146"
"L298686","T562547","X552118","X552118","X552118"
"L298687","X552144","X552146","X552146","X552146"
"L298692","T562547","X552118","X552118","X552118"
"L298688","X552144","X552146","X552146","X552146"
"L298689","T562547","X552118","X552118","X552118"
"L298685","T562547","X552118","X552118","X552118"
"L298691","X552167","10_C6",NA,"10_75M"
"L298526","X552145","10_C17",NA,"10_A26M"
"L298525","P865308","L002029","X275503","X275503"
"L298530","X552145","10_C17",NA,"10_A26M"
"L298527","P865308","L002029","X275503","X275503"
"L298533","X552145","10_C17",NA,"10_A26M"
"L298529","X552145","10_C17",NA,"10_A26M"
"L298532","P865308","X275503","X275503","X275503"
"L298531","P865308","L002029","X275503","X275503"
"L298528","X551098","10_C18",NA,"10_21M"
"L298547","X552156","X552155","X552155","X552155"
"L298546","L002295","X552089","X552089","X552089"
"L298550","X552156","X552155","X552155","X552155"
"10_113LR","L002295","X552089","X552089","X552089"
"L298548","L002295","X552089","X552089","X552089"
"L298549","X552156","X552155","X552155","X552155"
"10_113A","L002295","X552089","X552089","X552089"
"L298545","10_A17F","10_C19",NA,"10_A17M"
"10_113RT","L002295","X552089","X552089","X552089"
"L298537","L002079","L002120","L002120","L002120"
"L298544","L002079","L002120","L002120","L002120"
"L298536","L002079","L002120","L002120","L002120"
"L298535","X552153","X552154","X552154","X552154"
"L298543","L002079","L002120","L002120","L002120"
"L298534","L002079","L002120","L002120","L002120"
"L298542","X552153","X552123","X552154","X552154"
"L298538","X552153","X552154","X552154","X552154"
"L298541","L002079","L002120","L002120","L002120"
"L298539","L002079","L002120","L002120","L002120"
"L298540","L002079","L002120","L002120","L002120"
"L298552","10_179F","X551016","X551016","X551016"
"L298554","X551185","P865295","P865479","P865479"
"L298557","10_179F","X551016","X551016","X551016"
"L298559","10_179F","X551016","X551016","X551016"
"L298560","10_179F","10_C21","X551016","X551016"
"L298561","X551185","P865479","P865479","P865479"
"L298553","X551185","10_C20","P865479","P865479"
"L298558","X551185","X552089","P865479","P865479"
"L298556","X551185","P865479","P865479","P865479"
"L298551","X551014","X551186","X551186","X551186"
"L298555","10_179F","X551016","X551016","X551016"
"L298571","X552150","X552090","X552090","X552090"
"L298565","X552150","X552089","X552090","X552090"
"L298567","P865399","L002093","L002093","L002093"
"L298569","P865399","L002093","L002093","L002093"
"L298568","P865399","L002093","L002093","L002093"
"L298563","P865399","L002093","L002093","L002093"
"L298564","P865399","X552101","L002093","L002093"
"L298566","P865399","L002093","L002093","L002093"
"L298570","P865399","L002093","L002093","L002093"
"L298589","L002010","10_C1",NA,"10_129M"
"L298590","X552157","X552166","X552166","X552166"
"L298587","X552157","X552166","X552166","X552166"
"L298586","L002010","X551236",NA,"10_129M"
"L298582","X552157","10_C22","X552166","X552166"
"L298583","X552157","X552166","X552166","X552166"
"L298584","L002010","10_C1",NA,"10_129M"
"L298585","X552157","X552166","X552166","X552166"
"L298591","X552157","X552166","X552166","X552166"
"L298588","X552117","X552158","X552158","X552158"
"L298579","X552165","X551045","X551045","X551045"
"L298573","X552165","X551045","X551045","X551045"
"L298572","X552165","X551045","X551045","X551045"
"L298581","L002146","P865490",NA,"10_140M"
"L298577","X552165","X551045","X551045","X551045"
"L298575","X552165","X551045","X551045","X551045"
"L298574","X552165","X551045","X551045","X551045"
"L298580","X552165","X551045","X551045","X551045"
"L298578","X552165","X551045","X551045","X551045"
"L298576","X552165","X551045","X551045","X551045"
"L298595","T562547","X552118","X552118","X552118"
"L298593","X552157","X552166","X552166","X552166"
"L298592","T562547","X552118","X552118","X552118"
"L298701","X552117","X552158","X552158","X552158"
"L298600","T562547","X552118","X552118","X552118"
"L298599","X552117","X552158","X552158","X552158"
"L298596","T562547","X552118","X552118","X552118"
"L298598","X552117","X552158","X552158","X552158"
"L298597","X552117","X552158","X552158","X552158"
"L298594","X552117","X552158","X552158","X552158"
"10_A35L","10_A35F","10_C15",NA,"10_A35M"
"10_A35R","10_A35F","10_C15",NA,"10_A35M"
"10_A35B","10_A13F","X552154",NA,"10_A13M"
"10_A35LR","10_A35F","10_C15",NA,"10_A35M"
"10_A35LB","X552013","10_C14",NA,"10_A31M"
"10_A35RB","10_A35F","X552131",NA,"10_A35M"
"10_A35A","10_A35F","10_C15",NA,"10_A35M"
"10_A35LT","10_A13F","X552130",NA,"10_A13M"
"10_A35RT","10_A35F","10_C15",NA,"10_A35M"
"10_A35BT","10_A35F","10_C15",NA,"10_A35M"
"10_A35N","10_A35F","10_C15",NA,"10_A35M"
"L298709","L002248","P865295","P865295","P865295"
"L298708","X552149","10_C25",NA,"10_54M"
"L298714","X552149","X552125",NA,"10_54M"
"L298711","P865311","X551137","X551137","X551137"
"L298707","P865311","X551137","X551137","X551137"
"L298713","X552149","X552125",NA,"10_54M"
"L298710","P865311","X551137","X551137","X551137"
"L298715","X552149","X552125",NA,"10_54M"
"L298712","P865311","X551137","X551137","X551137"
"L298703","L002264","P865483","P865483","P865483"
"L298704","X552162","X275503",NA,"10_173M"
"L298706","X552164","X552080",NA,"10_118M"
"L298702","X552164","P865479",NA,"10_118M"
"L298705","X552162","X275503",NA,"10_173M"
"10_173N","X552164","P865479",NA,"10_118M"
"L298716","L002010","X552080",NA,"10_129M"
"L298719","L002010","10_C1",NA,"10_129M"
"L298721","L002010","X551236",NA,"10_129M"
"10_129LR","P865399","L002093","L002093","L002093"
"L298717","P865399","L002093","L002093","L002093"
"L298722","L002010","X551236",NA,"10_129M"
"L298720","P865399","L002093","L002093","L002093"
"10_129LT","L002010","10_C1",NA,"10_129M"
"L298718","L002010","10_C1",NA,"10_129M"
"L298729","X552055","P865479",NA,"10_93M"
"L298724","X552161","X552058","X552058","X552058"
"L298725","10_112F","10_C26",NA,"10_112M"
"L298726","X552055","P865479",NA,"10_93M"
"L298723","X552161","X275503","X552058","X552058"
"L298727","X552161","X552058","X552058","X552058"
"L298728","X552055","P865479",NA,"10_93M"
"L298793","X552055","P865479",NA,"10_93M"
"L298730","X552161","X552058","X552058","X552058"
"L298736","X552055","P865479",NA,"10_93M"
"L298735","X552169","10_C8",NA,"10_A2M"
"L298732","X552055","X552089",NA,"10_93M"
"L298733","X552169","10_C8",NA,"10_A2M"
"10_93LB","X552169","10_C8",NA,"10_A2M"
"L298731","X552055","P865479",NA,"10_93M"
"L298734","X552169","10_C8",NA,"10_A2M"
"L298744","X552054","X552090","X552090","X552090"
"L298745","L002334","X552109","X552109","X552109"
"L298743","L002334","X552109","X552109","X552109"
"L298741","L002334","X552109","X552109","X552109"
"L298742","L002334","X552109","X552109","X552109"
"L298739","L002334","X552109","X552109","X552109"
"L298740","L002334","X552109","X552109","X552109"
"L298737","L002334","X552109","X552109","X552109"
"L298738","L002334","X552109","X552109","X552109"
"L298746","L002331","X552109",NA,"10_80M"
"L298747","L002331","X552132",NA,"10_80M"
"L298748","X552163","10_C27",NA,"10_57M"
"L298751","L002331","X552132",NA,"10_80M"
"L298749","X552163","X552088",NA,"10_57M"
"L298750","X552163","X552088",NA,"10_57M"
"L298800","L002331","X551012",NA,"10_80M"
"L298760","P865308","L002029","X275503","X275503"
"L298753","P865308","X275503","X275503","X275503"
"L298756","X552046","X552127","X552127","X552127"
"L298755","P865308","L002029","X275503","X275503"
"L298763","X552046","X552127","X552127","X552127"
"L298759","X552046","X552127","X552127","X552127"
"L298761","P865308","X275503","X275503","X275503"
"L298754","X552046","X552127","X552127","X552127"
"L298758","P865311","X551137","X551137","X551137"
"L298762","X552046","X552133","X552127","X552127"
"L298757","X552046","X552127","X552127","X552127"
"L298801","X552046","10_C32","X552127","X552127"
"L298767","X552159","10_C29","X552160","X552160"
"L298772","10_A1F","10_C28",NA,"10_A1M"
"L298764","10_A1F","10_C28",NA,"10_A1M"
"L298771","X552107","X551139","X551139","X551139"
"L298770","X552159","10_C29","X552160","X552160"
"L298768","10_A1F","10_C28",NA,"10_A1M"
"L298769","X552159","10_C29","X552160","X552160"
"L298766","X552159","10_C29","X552160","X552160"
"L298765","X552159","10_C29","X552160","X552160"
"L298777","X552033","X552135","X552135","X552135"
"L298778","X552164","X552080",NA,"10_118M"
"L298775","X552162","X275503",NA,"10_173M"
"L298779","X552164","X552080",NA,"10_118M"
"L298774","X552162","X275503",NA,"10_173M"
"10_118RB","X552164","X552080",NA,"10_118M"
"10_118A","X552164","X551369",NA,"10_118M"
"L298776","X552162","10_C30",NA,"10_173M"
"L298786","X552163","X552088",NA,"10_57M"
"L298785","L002331","X551012",NA,"10_80M"
"L298787","L002331","X552132",NA,"10_80M"
"L298784","L002173","X551351","X551351","X551351"
"L298783","L002331","X552132",NA,"10_80M"
"10_80RB","L002331","X552132",NA,"10_80M"
"L298782","X552163","X552088",NA,"10_57M"
"10_33L","X552161","X552058","X552058","X552058"
"10_33R","X552161","X552058","X552058","X552058"
"10_33B","X552112","X552091","X552091","X552091"
"10_33LR","X552161","X552058","X552058","X552058"
"10_33LB","10_33F","L002177",NA,"10_33M"
"10_33RB","10_33F","L002177",NA,"10_33M"
"10_33A","X552161","X552058","X552058","X552058"
"10_33LT","10_33F","L002177",NA,"10_33M"
"10_33RT","10_33F","L002177",NA,"10_33M"
"10_33N","10_33F","L002177",NA,"10_33M"
"L298562","X552168","X552089",NA,"10_97M"
"L298788","X552168","10_97M",NA,"10_97M"
"L298789","X552167","10_C6",NA,"10_75M"
"L298792","X552167","L002135",NA,"10_75M"
"10_75LB","X552167","10_C6",NA,"10_75M"
"L298791","X552168","10_97M",NA,"10_97M"
"L298790","X552168","X552089",NA,"10_97M"
"L298815","X552170","X551088","X551088","X551088"
"L298808","X552170","X551088","X551088","X551088"
"L298813","X552159","10_C29","X552160","X552160"
"L298812","X552170","X552146","X551088","X551088"
"L298817","X552159","10_C29","X552160","X552160"
"L298814","X552170","X551088","X551088","X551088"
"L298810","X552159","10_C29","X552160","X552160"
"L298811","X552170","X551088","X551088","X551088"
"L298816","X552159","10_C29","X552160","X552160"
"L298809","X552170","X551088","X551088","X551088"
"10_A31L","X552013","10_C14",NA,"10_A31M"
"10_A31LB","X552152","X552086","X552086","X552086"
"L298797","X552168","10_97M",NA,"10_97M"
"L298798","X552168","X552089",NA,"10_97M"
"L298796","X552167","L002135",NA,"10_75M"
"L298799","X552168","10_97M",NA,"10_97M"
"L298795","X552167","10_C6",NA,"10_75M"
"L298794","T562547","X552118","X552118","X552118"
"10_97A","X552167","L002135",NA,"10_75M"
"L298804","X551098","X552127",NA,"10_21M"
"L298807","P865308","L002029","X275503","X275503"
"L298805","X551098","X552127",NA,"10_21M"
"L298802","X551098","X552127",NA,"10_21M"
"L298803","X551098","X552127",NA,"10_21M"
"L298806","X551098","X552127",NA,"10_21M"
"L298823","X552171","X552080",NA,"10_119M"
"L298820","X552171","X552080",NA,"10_119M"
"L298819","X552171","X552080",NA,"10_119M"
"L298818","X552171","10_C33",NA,"10_119M"
"L298822","X552171","X552080",NA,"10_119M"
"L298821","X552171","10_C33",NA,"10_119M"
"L298830","X552169","10_C8",NA,"10_A2M"
"L298825","X552169","10_C8",NA,"10_A2M"
"L298829","10_33F","L002177",NA,"10_33M"
"L298833","X552169","10_C8",NA,"10_A2M"
"L298832","10_33F","L002177",NA,"10_33M"
"L298828","10_33F","L002177",NA,"10_33M"
"L298824","10_33F","L002177",NA,"10_33M"
"L298826","X552169","10_C8",NA,"10_A2M"
"L298831","X552169","10_C8",NA,"10_A2M"
"L298827","X552169","10_C8",NA,"10_A2M"
"10_A2N","X552169","10_C8",NA,"10_A2M"
"L298839","X552173","X552172","X552172","X552172"
"L298837","X552173","X552113","X552172","X552172"
"L298840","X551212","X552088",NA,"10_60M"
"L298836","X551212","10_C5",NA,"10_60M"
"L298835","X552173","X552172","X552172","X552172"
"L298838","X551212","10_C5",NA,"10_60M"
"L298834","X552173","X552172","X552172","X552172"
"L298842","X552173","X552172","X552172","X552172"
"L298846","X552173","X552172","X552172","X552172"
"L298844","X552173","X552172","X552172","X552172"
"L298843","X551212","10_C5",NA,"10_60M"
"L298841","X551212","X552088",NA,"10_60M"
"L298845","X551212","10_C5",NA,"10_60M"
"10_60A","X551212","10_C5",NA,"10_60M"
"L298854","X552175","P865479",NA,"10_92M"
"L298856","L002176","10_C34","X551131","X551131"
"L298852","X552175","P865479",NA,"10_92M"
"L298855","L002176","X551131","X551131","X551131"
"10_92LB","X552175","P865479",NA,"10_92M"
"L298853","L002176","X551131","X551131","X551131"
"L298862","L002176","X551131","X551131","X551131"
"L298858","X552175","10_C35",NA,"10_92M"
"L298857","X552175","P865479",NA,"10_92M"
"L298863","L002176","X551131","X551131","X551131"
"L298860","X552175","P865479",NA,"10_92M"
"L298864","L002176","X551131","X551131","X551131"
"L298861","L002176","X551131","X551131","X551131"
