Code,Mum,Dad
GGZ16,CHD10,SMOOT
VNT16,SWT11,*
MLA16,RAS12,ZAPHO
VNS16,BUT02,*
QTZ16,TIC07,STERN
SPA16,PPL12,D0602
SAP16,RBY02,BROAD
ELK17,LEI13,ZAPHO
SWT17,FRT06,WSD11
SPY17,RPP08,SARGA
EKA17,MEE11,JAD12
SVG17,CDN12,FRT05
ELA17,ARA11,DUB09
CHM17,HOC05,SCRAT
HIM17,OXY06,STERN
PCN17,WAL02,STERN
HNY17,NEC08,*
MCU17,MNG09,SLITT
VES17,NET02,STERN
ARE17,PCN10,STERN
MNM17,CHN03,SLITT
COM17,APA10,*
VNT17,SWT11,*
VOR17,EDD13,LAURE
MIC17,SCR04,GLR09
DEW17,MNS12,TWX06
AUK17,ALL13,DUB09
MDD17,MEG06,TWX06
DRE17,PRC09,SLITT
WIC17,SOX09,ZAPHO
MCQ17,PPL11,TTL09
MCD17,WAL06,SCRAT
DAK17,SOX08,GLR09
ALL17,PUF06,JAE05
XIN17,MCU12,HUGHE
LYR17,LUT08,SARGA
ZUN17,NAV14,SARGA
ABA17,HIA09,STERN
WEA17,RPP12,ULU12
BAU17,MCD12,TONKS
OUI17,AYE13,KLD06
TLS17,SCR06,GLR09
ING17,LEI12,TONKS
BED17,GYP07,GLR09
GRN17,MIC14,*
ONY17,RBY05,LAURE
TOK17,SLA07,D0585
JEP17,CHK12,DIN10
BCA17,CBS09,GLR09
MOE17,CHM13,KLD06
BBA17,SLA12,D0585
MOJ17,GNB10,WSD11
CLS17,GLR13,CHK09
NAV17,SEQ05,ZAPHO
BAL17,LUT12,SARGA
CMA17,TWX08,*
CML17,SLA06,*
KLN17,PRC12,HUGHE
UTE17,COM14,*
VEC17,SPY14,SARGA
EDD17,RUF09,SARGA
JMC17,RAS13,WSD11
BOO17,YOG06,SARGA
PLS17,MAJ14,GLR09
CCH17,PAN06,STERN
FVA17,DUB11,MOU09
HEX17,HED08,OXY09
BMA17,CHN06,SLITT
PUE17,NAV12,LAURE
SOA17,BRY10,JAE05
CBS17,ZUC03,DUB09
BMY17,GNB12,ZAPHO
BZK17,LUT10,*
SHO17,CND12,GLR09
BNG17,DID13,NAV10
PPT17,WAG06,SCRAT
CET17,RUF02,ZAPHO
SAE17,RUB12,WSD11
HAN17,JAE08,TWX06
PRL17,SAP12,WSD11
SML17,WHF10,ORY12
GLR17,LPA02,SLITT
HAZ17,LCH06,*
CAB17,ONY13,CBH11
SOP17,WLK11,STERN
CES17,DAK12,GLR09
SDY17,RUM09,SARGA
GGZ17,CHD10,SARGA
SCP17,EID03,WSD11
PII17,PCN11,*
ROB17,WRE07,ZAPHO
RAS17,MTT08,ZAPHO
RDD17,CLK04,ZAPHO
CDN17,HOC07,*
BRZ17,ZEP14,GLR09
SPT17,CBS13,GLR09
BSQ17,MAJ13,WSD11
COM18,APA10,TONKS
JMC18,RAS13,WSD11
SML18,WHF10,WSD11
ALO18,CRX14,IOLOO
BAU18,MCD12,IOLOO
DRE18,PRC09,*
URC18,ANM06,KLD06
BRZ18,ZEP14,*
NAV18,SEQ05,SARGA
KLN18,PRC12,HUGHE
RAS18,MTT08,TTL06
AMC18,USS12,LONGB
ALL18,PUF06,*
CLS18,GLR13,HUGHE
PHE18,PPL15,HDX11
MAM18,VIP11,HDX13
PRL18,SAP12,TTL06
RES18,NEC12,*
NIA18,ARE14,WSD11
MAJ18,PRC06,WSD11
VOR18,EDD13,LAURE
MAB18,MDD13,*
USS18,MEE05,PACKH
MOJ18,GNB10,WSD11
CDN18,HOC07,KLD06
ASB18,HOO05,TONKS
CPY18,MOU03,*
KIC18,WIC14,TONKS
CML18,SLA06,SPOCK
NAU18,CCH14,IOLOO
KLP18,MTT10,WSD11
KAN18,WIC13,D0555
PUE18,NAV12,STRAC
WLK18,SLL07,IOLOO
ULU18,DID06,*
MCQ18,PPL11,ULU12
VNT18,SWT11,*
BSG18,VES10,IOLOO
RDD18,CLK04,WSD11
PSS18,CND06,WSD11
AME18,OPA08,WSD11
KKA18,WAL11,WHF12
MCU18,MNG09,*
TWL18,WIS06,*
MLA18,RAS12,WSD11
GLE18,SML13,GLR09
BOO18,YOG06,BOBBY
FLM18,EMB12,HUGHE
HAZ18,LCH06,DSB18
IFF18,DUB14,VNS13
HML18,SDY14,*
LIA18,ARA09,IOLOO
YUM18,NAV15,*
SDP18,GLR15,*
SPT18,CBS13,*
EMU18,LYR12,SARGA
ZUN18,NAV14,LAURE
CHK18,SOX04,IOLOO
ELK18,LEI13,TTL06
HAN18,JAE08,PACKH
PKN18,CNK04,SPOCK
EDD18,RUF09,STRAC
VIP18,VES06,DUB09
GLR18,LPA02,*
KOH18,AYE10,LONGB
SUD18,RDD14,*
PLS18,MAJ14,HUGHE
PPT18,WAG06,JAD12
HRT18,WAS10,WSD11
ZEP18,WHF07,TTL06
LEM18,AYE12,KLD06
PCN18,WAL02,IOLOO
VES18,NET02,LONGB
RHB18,RHE14,ORY12
WTZ18,TWL10,*
GRN18,MIC14,TTL06
BLL18,MCQ14,ULU12
IRI18,AYE09,LONGB
SPY18,RPP08,OXY09
SOP18,WLK11,IOLOO
FVA18,DUB11,D0555
CBH18,CCK07,HUGHE
SPU18,SPY12,WSD11
WIC19,SOX09,KLP16
SHO19,CND12,WSD11
ULU19,DID06,*
VOR19,EDD13,WSD11
PUE19,NAV12,LAURE
CCH19,PAN06,DUB09
CPY19,MOU03,TWX06
KAW19,TOK14,*
SUD19,RDD14,WSD11
BRZ19,ZEP14,*
MCU19,MNG09,GLR09
CYP19,CPY14,LONGB
FLM19,EMB12,*
USS19,MEE05,LONGB
BYL19,ONY15,D0555
MRC19,MCD14,*
BRB19,DUB15,*
MDD19,MEG06,LONGB
GLR19,LPA02,HDX11
ELK19,LEI13,D0606
CMA19,TWX08,*
QTZ19,TIC07,AYE15
ABA19,HIA09,DUB09
ZUN19,NAV14,VNS13
VIR19,MCD15,TWX06
MOJ19,GNB10,WSD11
PKN19,CNK04,IRI13
CDY19,BOO14,WSD11
BLI19,CBS15,LAURE
SPY19,RPP08,LAURE
CES19,DAK12,HDX11
EMU19,LYR12,VNS13
SWT19,FRT06,LONGB
SDY19,RUM09,CHK13
COM19,APA10,LAURE
BBA19,SLA12,*
JMC19,RAS13,TONKS
DAK19,SOX08,*
MAA19,BED15,*
ALL19,PUF06,LONGB
VEC19,SPY14,TTL06
BCA19,CBS09,WSD11
PRD19,JAD13,WSD11
YAN19,BMA16,*
CET19,RUF02,RDD13
NIA19,ARE14,JAD12
ARN19,GLR16,WSD11
MAJ19,PRC06,HOP12
WTZ19,TWL10,*
MAB19,MDD13,LONGB
WST19,LIA14,WSD11
ENI19,RDD15,*
TLS19,SCR06,*
BOO19,YOG06,OXY09
HPI19,SOX14,OXY09
BMA19,CHN06,HUMBL
REG19,RAS14,SPL09
SYR19,HNY14,*
SOA19,BRY10,LONGB
GGZ19,CHD10,LAURE
ELI19,LEI15,*
PAW19,APO15,VNS13
SAE19,RUB12,WSD11
LYR19,LUT08,*
CLS19,GLR13,D0606
PPT19,WAG06,LONGB
YUM19,NAV15,OXY09
PRL19,SAP12,WSD11
NAV19,SEQ05,LAURE
EDD19,RUF09,STRAC
MLA19,RAS12,WSD11
RDD19,CLK04,WSD11
BAS19,QTZ14,WSD11
BMY19,GNB12,WSD11
COM20,APA10,STRAC
MLA20,RAS12,GLR09
PUP20,SWT17,RDD13
MLB20,KKA15,WSD11
GGZ20,CHD10,LAURE
QIN20,MCU17,HDX11
YUM20,NAV15,STRAC
ALL20,PUF06,LONGB
MAJ20,PRC06,HDX11
MAB20,MDD13,CHM10
WST20,LIA14,GLR12
RHB20,RHE14,WSD11
GTO20,BOO15,WSD11
MAA20,BED15,MCU15
RDD20,CLK04,WSD11
AGO20,CPY16,WSD11
ALO20,CRX14,*
GLR20,LPA02,D0617
ZIT20,BAL17,*
LEM20,AYE12,LONGB
ADI20,QTZ16,RDD13
LIA20,ARA09,WSD11
GRN20,MIC14,*
ZUN20,NAV14,*
ABA20,HIA09,DUB09
LYR20,LUT08,GGZ13
CPY20,MOU03,DUB09
QTZ20,TIC07,ORY12
DEW20,MNS12,*
LEA20,ORY07,*
MDD20,MEG06,*
BRZ20,ZEP14,*
MCU20,MNG09,HALFE
RAS20,MTT08,WSD11
BSG20,VES10,BRY11
DAK20,SOX08,GLR09
GLE20,SML13,WSD11
MAM20,VIP11,ARE16
MCL20,IRI16,SPOCK
GLN20,GLR17,*
AML20,DAW12,WSD11
AME20,OPA08,WSD11
BUA20,GLE16,*
AMC20,USS12,*
WLK20,SLL07,UHA14
VOR20,EDD13,*
WIC20,SOX09,UHA14
BOO20,YOG06,STRAC
MRC20,MCD14,SPOCK
NIA20,ARE14,WSD11
ENI20,RDD15,*
BCA20,CBS09,GLR09
FAT20,ARA15,RDD13
SML20,WHF10,*
JMC20,RAS13,WSD11
BAU20,MCD12,DUB09
BAS20,QTZ14,DUB09
BOE20,CES17,HALFE
CYP20,CPY14,DUB09
IRI20,AYE09,LONGB
TWL20,WIS06,*
CLS20,GLR13,HDX11
PSS20,CND06,WSD11
NAU20,CCH14,WSD11
KAT20,ULU16,*
KIC20,WIC14,UHA14
CDY20,BOO14,LAURE
CDN20,HOC07,SPOCK
MTS20,IRI15,WSD11
MRI20,CLS17,GLR09
KAJ20,KOH16,LONGB
TAW20,TOK16,*
HLD20,HEX15,RDD13
SPU20,SPY12,*
BLI20,CBS15,GLR09
SPY20,RPP08,WSD11
SPT20,CBS13,*
ELK20,LEI13,HALFE
PKN20,CNK04,*
PLS20,MAJ14,HALFE
SVG20,CDN12,SPOCK
NNE20,NANEA,*
SYR20,HNY14,*
NAV20,SEQ05,LAURE
EKA20,MEE11,*
PPT20,WAG06,SPOCK
BGE20,SHO16,*
EMU20,LYR12,LAURE
CES20,DAK12,GLR09
SOP20,WLK11,RDD13
IOW20,DAK16,*
TNR20,SDY16,*
SOA20,BRY10,ORY12
BOB20,VES15,DUB09
HEX20,HED08,ORY12
HAN20,JAE08,WSD11
SDP20,GLR15,PPL14
PUE20,NAV12,*
BRB20,DUB15,GGZ13
MNU20,LYR17,*
ONY20,RBY05,WSD11
AUK20,ALL13,LONGB
SHO20,CND12,GLR09
VIL20,AME15,WSD11
ARN20,GLR16,*
SDY20,RUM09,*
MOJ20,GNB10,WSD11
VEL20,URC15,KLD06
DRO20,SPY15,WSD11
KLP20,MTT10,WSD11
CCH20,PAN06,DUB09
KKA20,WAL11,WSD11
CCY20,ONY16,WSD11
KOH20,AYE10,LONGB
VIP20,VES06,UHA14
SEL21,KLP18,*
AGO21,CPY16,SPOCK
OUI21,AYE13,*
KLP21,MTT10,LAURE
EMU21,LYR12,LAURE
CES21,DAK12,SULUU
MAA21,BED15,D0599
BYL21,ONY15,*
TLS21,SCR06,*
MOE21,CHM13,LONGB
MIL21,ELK17,*
QIN21,MCU17,SULUU
CYP21,CPY14,RUNAW
TNR21,SDY16,*
WTZ21,TWL10,*
SOA21,BRY10,D0600
ONY21,RBY05,WSD11
SPU21,SPY12,*
SDY21,RUM09,ORY12
ELK21,LEI13,HALFE
LEM21,AYE12,TOK12
LAK21,CHY16,STRAC
ACO21,PUE18,*
SPS21,SPY18,UHA14
SPT21,CBS13,GLR09
MLA21,RAS12,WSD11
ADI21,QTZ16,RUNAW
LIA21,ARA09,UHA14
EME21,PRL17,UHA14
ZIT21,BAL17,D0568
COM21,APA10,STRAC
PLS21,MAJ14,HALFE
RIE21,SVG17,SPOCK
VIR21,MCD15,UHA14
ABA21,HIA09,SHOBO
BLI21,CBS15,GLR09
ARN21,GLR16,*
BMY21,GNB12,UHA14
YUM21,NAV15,MNM15
GRN21,MIC14,*
STT21,SPU18,*
ZUN21,NAV14,*
AMC21,USS12,LONGB
MCC21,SHO17,*
PUE21,NAV12,*
BUA21,GLE16,*
CLS21,GLR13,TONKS
SMB21,TWL16,*
KAL21,PLS18,GLR09
UHU21,USS16,LONGB
NAU21,CCH14,UHA14
SAE21,RUB12,WSD11
BOE21,CES17,HALFE
SIN21,BED17,GLR09
USS21,MEE05,TOK12
GLE21,SML13,*
CDY21,BOO14,STRAC
WIC21,SOX09,STRAC
BRZ21,ZEP14,*
CMA21,TWX08,*
MCU21,MNG09,WSD11
KKA21,WAL11,UHA14
DRO21,SPY15,LAURE
MRC21,MCD14,*
RAS21,MTT08,WSD11
NAR21,NAV18,STRAC
ALL21,PUF06,EDD15
JMC21,RAS13,*
NNE21,NANEA,*
CCY21,ONY16,WSD11
RHA21,EMU18,D0568
JAH21,RAS16,UHA14
SHO21,CND12,GLR09
BOL21,CHM17,SPOCK
VOR21,EDD13,*
REG21,RAS14,*
BCA21,CBS09,GLR09
HAN21,JAE08,SPOCK
SML21,WHF10,WSD11
PRL21,SAP12,*
RDD21,CLK04,WSD11
DEW21,MNS12,LONGB
GIS21,ELK18,GLR09
BAU21,MCD12,UHA14
MAM21,VIP11,ARE16
UZH21,MLA18,WSD11
BAS21,QTZ14,RUNAW
DAK21,SOX08,GLR09
QUE21,PSS18,WSD11
VEL21,URC15,EDD15
WST21,LIA14,MNM15
GGZ21,CHD10,LAURE
